Ticker,Sector,Industry,YFQuoteType
RPG,Not Found,Not Found,ETF
EMGF,Not Found,Not Found,ETF
ROBO,Not Found,Not Found,ETF
FTI,Energy,Oil & Gas Equipment & Services,EQUITY
COTV,Not Found,Not Found,MUTUALFUND
OZM,Not Found,Not Found,NONE
DLPH,Not Found,Not Found,NONE
LOGM,Not Found,Not Found,NONE
VNQ,Not Found,Not Found,ETF
NYLD,Not Found,Not Found,MUTUALFUND
TANN,Not Found,Not Found,MUTUALFUND
NOKBF,Technology,Communication Equipment,EQUITY
TIS,Not Found,Not Found,NONE
GOOCV,Not Found,Not Found,ECNQUOTE
WPZ,Not Found,Not Found,MUTUALFUND
MXL,Technology,Semiconductors,EQUITY
CX,Basic Materials,Building Materials,EQUITY
WPG,Not Found,Not Found,NONE
PSEC,Financial Services,Asset Management,EQUITY
IGIB,Not Found,Not Found,ETF
TGE,Not Found,Not Found,NONE
QCP,Not Found,Not Found,MUTUALFUND
XT,Not Found,Not Found,ETF
UNFI,Consumer Defensive,Food Distribution,EQUITY
IIN,Not Found,Not Found,NONE
PBR,Energy,Oil & Gas Integrated,EQUITY
BAF,Not Found,Not Found,NONE
RMP,Not Found,Not Found,MUTUALFUND
CASH,Financial Services,Banks - Regional,EQUITY
SURG,Technology,Software - Application,EQUITY
PSTG,Technology,Computer Hardware,EQUITY
HGV,Consumer Cyclical,Resorts & Casinos,EQUITY
CRMT,Consumer Cyclical,Auto & Truck Dealerships,EQUITY
VRAY,Not Found,Not Found,EQUITY
NKTR,Healthcare,Biotechnology,EQUITY
NORTHWESTER,Not Found,Not Found,Not Found
TWX,Not Found,Not Found,MUTUALFUND
LQD,Not Found,Not Found,ETF
LTC,Real Estate,REIT - Healthcare Facilities,EQUITY
WINA,Consumer Cyclical,Specialty Retail,EQUITY
BAYZF,Healthcare,Drug Manufacturers - General,EQUITY
HSTM,Healthcare,Health Information Services,EQUITY
OZRK,Not Found,Not Found,NONE
USG,Not Found,Not Found,ETF
ECPG,Financial Services,Mortgage Finance,EQUITY
AHGP,Not Found,Not Found,MUTUALFUND
CODI,Industrials,Conglomerates,EQUITY
DVMT,Not Found,Not Found,MUTUALFUND
TTM,Not Found,Not Found,NONE
GTES,Industrials,Specialty Industrial Machinery,EQUITY
APY,Not Found,Not Found,NONE
GOGO,Communication Services,Telecom Services,EQUITY
MIK,Not Found,Not Found,NONE
INOV,Not Found,Not Found,ETF
YELP,Communication Services,Internet Content & Information,EQUITY
BOX,Technology,Software - Infrastructure,EQUITY
TKGBY,Financial Services,Banks - Regional,EQUITY
TOTL,Not Found,Not Found,ETF
IBM.MX,Technology,Information Technology Services,EQUITY
IYE,Not Found,Not Found,ETF
CHK,Energy,Oil & Gas E&P,EQUITY
VGK,Not Found,Not Found,ETF
EV,Not Found,Not Found,ETF
SEP,Not Found,Not Found,MUTUALFUND
CGNT,Technology,Software - Infrastructure,EQUITY
TEP,Not Found,Not Found,MUTUALFUND
CDXS,Healthcare,Biotechnology,EQUITY
ACXM,Not Found,Not Found,MUTUALFUND
BKD,Healthcare,Medical Care Facilities,EQUITY
LXP,Real Estate,REIT - Industrial,EQUITY
CLNS,Not Found,Not Found,MUTUALFUND
SKYAY,Not Found,Not Found,MUTUALFUND
TATYY,Consumer Defensive,Packaged Foods,EQUITY
WARFY,Real Estate,Real Estate - Development,EQUITY
FINL,Not Found,Not Found,MUTUALFUND
DDR,Not Found,Not Found,MUTUALFUND
CCIZX,Not Found,Not Found,MUTUALFUND
BRX,Real Estate,REIT - Retail,EQUITY
BT,Not Found,Not Found,NONE
DPS,Not Found,Not Found,MUTUALFUND
NYLD.A,Not Found,Not Found,Not Found
YTEN,Basic Materials,Agricultural Inputs,EQUITY
VRNT,Technology,Software - Infrastructure,EQUITY
IYT,Not Found,Not Found,ETF
RYT,Not Found,Not Found,ETF
XSD,Not Found,Not Found,ETF
LVNTA,Not Found,Not Found,MUTUALFUND
FDUS,Financial Services,Asset Management,EQUITY
FNGN,Not Found,Not Found,NONE
CALD,Not Found,Not Found,MUTUALFUND
CVA,Not Found,Not Found,NONE
APTS,Not Found,Not Found,NONE
FTSI,Not Found,Not Found,NONE
ILG,Not Found,Not Found,MUTUALFUND
PDCO,Healthcare,Medical Distribution,EQUITY
CSRA,Not Found,Not Found,MUTUALFUND
MHLD,Financial Services,Insurance - Reinsurance,EQUITY
SCHA,Not Found,Not Found,ETF
PCLN,Not Found,Not Found,MUTUALFUND
GNL,Real Estate,REIT - Diversified,EQUITY
HIFR,Not Found,Not Found,NONE
JCAP,Not Found,Not Found,NONE
VER,Not Found,Not Found,NONE
PEI,Not Found,Not Found,NONE
COL,Not Found,Not Found,MUTUALFUND
TNTR,Not Found,Not Found,NONE
IHE,Not Found,Not Found,ETF
NILSY,Not Found,Not Found,NONE
RYAAY,Industrials,Airlines,EQUITY
ALOT,Technology,Computer Hardware,EQUITY
GRPN,Communication Services,Internet Content & Information,EQUITY
BIVV,Not Found,Not Found,MUTUALFUND
IYR,Not Found,Not Found,ETF
OA,Not Found,Not Found,MUTUALFUND
HIBB,Consumer Cyclical,Apparel Retail,EQUITY
FET,Energy,Oil & Gas Equipment & Services,EQUITY
TTP,Financial Services,Asset Management,EQUITY
AXE,Not Found,Not Found,NONE
VNTV,Not Found,Not Found,MUTUALFUND
LSCC,Technology,Semiconductors,EQUITY
CBG,Not Found,Not Found,MUTUALFUND
GXP,Not Found,Not Found,MUTUALFUND
RGC,Healthcare,Drug Manufacturers - Specialty & Generic,EQUITY
TCX,Technology,Software - Infrastructure,EQUITY
PFS,Financial Services,Banks - Regional,EQUITY
FIT,Not Found,Not Found,NONE
OREX,Not Found,Not Found,MUTUALFUND
ENTL,Not Found,Not Found,MUTUALFUND
OAK,Not Found,Not Found,NONE
LGIH,Consumer Cyclical,Residential Construction,EQUITY
AFT,Financial Services,Asset Management,EQUITY
ESV,Not Found,Not Found,NONE
BETR,Financial Services,Mortgage Finance,EQUITY
FSD,Financial Services,Asset Management,EQUITY
OI,Consumer Cyclical,Packaging & Containers,EQUITY
TEGP,Not Found,Not Found,MUTUALFUND
MTCIX,Not Found,Not Found,MUTUALFUND
AFSI,Not Found,Not Found,MUTUALFUND
INWK,Not Found,Not Found,NONE
LKSD,Not Found,Not Found,NONE
ITYBY,Not Found,Not Found,MUTUALFUND
SMGIX,Not Found,Not Found,MUTUALFUND
CQP,Energy,Oil & Gas Midstream,EQUITY
MLPA,Not Found,Not Found,ETF
WIN,Not Found,Not Found,NONE
TUES,Not Found,Not Found,NONE
RELL,Technology,Electronic Components,EQUITY
ASPN,Industrials,Building Products & Equipment,EQUITY
ELGX,Not Found,Not Found,NONE
TV,Communication Services,Telecom Services,EQUITY
MRLN,Not Found,Not Found,NONE
IDT,Communication Services,Telecom Services,EQUITY
TCPC,Financial Services,Asset Management,EQUITY
RSPP,Not Found,Not Found,MUTUALFUND
CSGKF,Not Found,Not Found,NONE
CMLPSX,Not Found,Not Found,MUTUALFUND
LVLT,Not Found,Not Found,MUTUALFUND
SOUHY,Basic Materials,Other Industrial Metals & Mining,EQUITY
IPXL,Not Found,Not Found,MUTUALFUND
CAA,Not Found,Not Found,MUTUALFUND
TEUM,Not Found,Not Found,NONE
ATOS,Healthcare,Biotechnology,EQUITY
BONT,Not Found,Not Found,MUTUALFUND
DXTR,Not Found,Not Found,MUTUALFUND
ADRE,Not Found,Not Found,ETF
FNI,Not Found,Not Found,ETF
NGLS$A,Not Found,Not Found,Not Found
ZIOP,Not Found,Not Found,NONE
NEOT,Not Found,Not Found,MUTUALFUND
TRXC,Not Found,Not Found,NONE
RCON,Energy,Oil & Gas Equipment & Services,EQUITY
LBIX,Not Found,Not Found,MUTUALFUND
NETE,Not Found,Not Found,NONE
HLF,Consumer Defensive,Packaged Foods,EQUITY
INFI,Not Found,Not Found,Not Found
VDE,Not Found,Not Found,ETF
TIXC,Communication Services,Entertainment,EQUITY
SCX,Industrials,Tools & Accessories,EQUITY
OTIC,Not Found,Not Found,NONE
WPPGY,Not Found,Not Found,MUTUALFUND
LNEGY,Not Found,Not Found,NONE
WF,Financial Services,Banks - Regional,EQUITY
TCS,Consumer Cyclical,Specialty Retail,EQUITY
WTR,Not Found,Not Found,NONE
GAMR,Not Found,Not Found,ETF
SGBK,Not Found,Not Found,MUTUALFUND
OPK,Healthcare,Diagnostics & Research,EQUITY
ANF,Consumer Cyclical,Apparel Retail,EQUITY
FV,Not Found,Not Found,ETF
Q,Not Found,Not Found,MUTUALFUND
BCR,Not Found,Not Found,MUTUALFUND
ITEK,Not Found,Not Found,MUTUALFUND
SPLS,Not Found,Not Found,MUTUALFUND
NPSND,Not Found,Not Found,MUTUALFUND
VTKLY,Technology,Communication Equipment,EQUITY
JSMD,Not Found,Not Found,ETF
TD,Financial Services,Banks - Diversified,EQUITY
JSML,Not Found,Not Found,ETF
CMPGY,Consumer Cyclical,Restaurants,EQUITY
MNK,Not Found,Not Found,Not Found
DD.PA,Not Found,Not Found,MUTUALFUND
NPK,Industrials,Aerospace & Defense,EQUITY
EXXI,Not Found,Not Found,MUTUALFUND
WFM,Not Found,Not Found,MUTUALFUND
RTNB,Technology,Information Technology Services,EQUITY
MWA,Industrials,Specialty Industrial Machinery,EQUITY
ACC,Not Found,Not Found,NONE
ARCI,Not Found,Not Found,NONE
VOT,Not Found,Not Found,ETF
VOYA,Financial Services,Financial Conglomerates,EQUITY
IUSG,Not Found,Not Found,ETF
IUSV,Not Found,Not Found,ETF
SRF,Not Found,Not Found,NONE
FXD,Not Found,Not Found,ETF
PHLD,Not Found,Not Found,NONE
RAS,Not Found,Not Found,MUTUALFUND
NVDQ,Not Found,Not Found,ETF
CYTR,Not Found,Not Found,NONE
SHPGF,Not Found,Not Found,NONE
CAPR,Healthcare,Biotechnology,EQUITY
RAI,Not Found,Not Found,MUTUALFUND
PEY,Not Found,Not Found,ETF
TEAR,Not Found,Not Found,NONE
AEZS,Healthcare,Biotechnology,EQUITY
CCE,Not Found,Not Found,MUTUALFUND
CBAY,Healthcare,Biotechnology,EQUITY
FTR,Not Found,Not Found,NONE
ZN,Not Found,Not Found,NONE
MBFI,Not Found,Not Found,NONE
ABDC,Not Found,Not Found,NONE
TTC,Industrials,Tools & Accessories,EQUITY
ZNGA.SW,Not Found,Not Found,NONE
ORKLY,Consumer Defensive,Packaged Foods,EQUITY
CIU,Not Found,Not Found,ETF
SLV,Not Found,Not Found,ETF
OUNZ,Not Found,Not Found,ETF
JCS,Not Found,Not Found,NONE
OKS,Not Found,Not Found,MUTUALFUND
CST,Not Found,Not Found,MUTUALFUND
EONGY,Utilities,Utilities - Diversified,EQUITY
WLL,Not Found,Not Found,NONE
MCC,Not Found,Not Found,NONE
CCP,Not Found,Not Found,MUTUALFUND
NFX,Not Found,Not Found,MUTUALFUND
CLSN,Not Found,Not Found,NONE
MDC,Consumer Cyclical,Residential Construction,EQUITY
MXIM,Not Found,Not Found,NONE
TLLP,Not Found,Not Found,MUTUALFUND
AFAM,Not Found,Not Found,MUTUALFUND
DCTH,Healthcare,Medical Devices,EQUITY
AINV,Not Found,Not Found,NONE
QTM,Not Found,Not Found,MUTUALFUND
VNCE,Consumer Cyclical,Apparel Manufacturing,EQUITY
SLM,Financial Services,Credit Services,EQUITY
VEVIX,Not Found,Not Found,MUTUALFUND
GTOMY,Not Found,Not Found,NONE
CLNS$A,Not Found,Not Found,Not Found
VIVHY,Communication Services,Entertainment,EQUITY
UNIT,Real Estate,REIT - Specialty,EQUITY
JHB,Not Found,Not Found,NONE
JNS,Not Found,Not Found,MUTUALFUND
POT,Not Found,Not Found,MUTUALFUND
COH,Not Found,Not Found,MUTUALFUND
PE,Not Found,Not Found,NONE
MNRO,Consumer Cyclical,Auto Parts,EQUITY
JNUG,Not Found,Not Found,ETF
OCN,Financial Services,Mortgage Finance,EQUITY
FNBC,Not Found,Not Found,MUTUALFUND
CWEI,Not Found,Not Found,MUTUALFUND
LCI,Not Found,Not Found,NONE
FTK,Energy,Oil & Gas Equipment & Services,EQUITY
SZYM,Not Found,Not Found,MUTUALFUND
CEB,Not Found,Not Found,MUTUALFUND
PRXL,Not Found,Not Found,MUTUALFUND
AGU,Not Found,Not Found,MUTUALFUND
WETF,Not Found,Not Found,NONE
TLRD,Not Found,Not Found,NONE
CMTL,Technology,Communication Equipment,EQUITY
IJJ,Not Found,Not Found,ETF
ERIE,Financial Services,Insurance Brokers,EQUITY
CMCSK,Not Found,Not Found,MUTUALFUND
VSAR,Not Found,Not Found,MUTUALFUND
MLPI,Not Found,Not Found,ETF
RYH,Not Found,Not Found,ETF
FL,Consumer Cyclical,Apparel Retail,EQUITY
LLTC,Not Found,Not Found,MUTUALFUND
RVT,Financial Services,Asset Management,EQUITY
WOOF,Consumer Cyclical,Specialty Retail,EQUITY
IYH,Not Found,Not Found,ETF
VCIT,Not Found,Not Found,ETF
NVG,Financial Services,Asset Management,EQUITY
CLC,Not Found,Not Found,MUTUALFUND
FCGYF,Not Found,Not Found,MUTUALFUND
MJN,Not Found,Not Found,MUTUALFUND
IBB,Not Found,Not Found,ETF
ALOG,Not Found,Not Found,MUTUALFUND
KERX,Not Found,Not Found,MUTUALFUND
ACRE,Real Estate,REIT - Mortgage,EQUITY
GCBC,Financial Services,Banks - Regional,EQUITY
BABY,Not Found,Not Found,NONE
AQFH,Not Found,Not Found,NONE
SXL,Not Found,Not Found,MUTUALFUND
RMBFX,Not Found,Not Found,MUTUALFUND
FNMAJ,Financial Services,Mortgage Finance,EQUITY
XLI,Not Found,Not Found,ETF
NEE.PC,Not Found,Not Found,Not Found
NGD,Basic Materials,Gold,EQUITY
XLP,Not Found,Not Found,ETF
IMGN,Healthcare,Biotechnology,EQUITY
WFT,Not Found,Not Found,NONE
CLMS,Not Found,Not Found,MUTUALFUND
DBEF,Not Found,Not Found,ETF
COG,Not Found,Not Found,NONE
ASHS,Not Found,Not Found,ETF
MGU,Not Found,Not Found,Not Found
REMX,Not Found,Not Found,ETF
PLM,Not Found,Not Found,Not Found
TRN,Industrials,Railroads,EQUITY
SYNA,Technology,Semiconductors,EQUITY
ZNGA,Not Found,Not Found,NONE
OLCB,Not Found,Not Found,MUTUALFUND
NSR,Not Found,Not Found,EQUITY
IAI,Not Found,Not Found,ETF
ISDR,Technology,Software - Application,EQUITY
MAXD,Technology,Software - Application,EQUITY
AEXAY,Technology,Information Technology Services,EQUITY
IXYS,Not Found,Not Found,MUTUALFUND
FGP,Not Found,Not Found,NONE
STRZA,Not Found,Not Found,MUTUALFUND
HBHC,Not Found,Not Found,MUTUALFUND
TGP,Not Found,Not Found,NONE
DRYS,Not Found,Not Found,NONE
TLN,Not Found,Not Found,MUTUALFUND
IM,Not Found,Not Found,MUTUALFUND
SBH,Consumer Cyclical,Specialty Retail,EQUITY
NEE.PRI,Not Found,Not Found,Not Found
MDU,Industrials,Conglomerates,EQUITY
GDX,Not Found,Not Found,ETF
SCTY,Not Found,Not Found,NONE
ADNT,Consumer Cyclical,Auto Parts,EQUITY
JCP,Not Found,Not Found,NONE
CAB,Not Found,Not Found,MUTUALFUND
DPM,Not Found,Not Found,NONE
NHF,Not Found,Not Found,NONE
ANGO,Healthcare,Medical Instruments & Supplies,EQUITY
ASIX,Basic Materials,Chemicals,EQUITY
LEXEA,Not Found,Not Found,NONE
BACWSA,Not Found,Not Found,Not Found
IQNT,Not Found,Not Found,MUTUALFUND
DLX,Communication Services,Advertising Agencies,EQUITY
ACE,Not Found,Not Found,MUTUALFUND
SYRG,Not Found,Not Found,MUTUALFUND
COKE,Consumer Defensive,Beverages - Non-Alcoholic,EQUITY
GPOR,Energy,Oil & Gas E&P,EQUITY
EBF,Industrials,Business Equipment & Supplies,EQUITY
ENH,Not Found,Not Found,MUTUALFUND
SNI,Not Found,Not Found,MUTUALFUND
UNRDY,Not Found,Not Found,NONE
EGO,Basic Materials,Gold,EQUITY
HOT,Not Found,Not Found,MUTUALFUND
BUNT,Not Found,Not Found,ETF
GRX,Financial Services,Asset Management,EQUITY
TDHOY,Financial Services,Insurance - Life,EQUITY
AMX,Communication Services,Telecom Services,EQUITY
DIISY,Financial Services,Insurance - Diversified,EQUITY
MDVN,Not Found,Not Found,MUTUALFUND
OTEX,Technology,Software - Application,EQUITY
GIL,Consumer Cyclical,Apparel Manufacturing,EQUITY
CICHY,Financial Services,Banks - Diversified,EQUITY
KEP,Utilities,Utilities - Regulated Electric,EQUITY
MATX,Industrials,Marine Shipping,EQUITY
EMC,Not Found,Not Found,ETF
TYC,Not Found,Not Found,MUTUALFUND
TSEM,Technology,Semiconductors,EQUITY
HYH,Not Found,Not Found,MUTUALFUND
STON,Not Found,Not Found,NONE
ELRC,Not Found,Not Found,MUTUALFUND
RGT,Financial Services,Asset Management,EQUITY
YRD,Financial Services,Credit Services,EQUITY
MOAT,Not Found,Not Found,ETF
EUO,Not Found,Not Found,ETF
MGRC,Industrials,Rental & Leasing Services,EQUITY
SIMO,Technology,Semiconductors,EQUITY
JACK,Consumer Cyclical,Restaurants,EQUITY
QIHU,Not Found,Not Found,MUTUALFUND
MRKT,Not Found,Not Found,MUTUALFUND
AXLL,Not Found,Not Found,MUTUALFUND
BBU,Industrials,Conglomerates,EQUITY
MMHIX,Not Found,Not Found,MUTUALFUND
LILA,Communication Services,Telecom Services,EQUITY
FXP,Not Found,Not Found,ETF
GAS,Not Found,Not Found,MUTUALFUND
DWX,Not Found,Not Found,ETF
TECO,Not Found,Not Found,NONE
REE,Consumer Cyclical,Recreational Vehicles,EQUITY
KGC,Basic Materials,Gold,EQUITY
GG,Not Found,Not Found,NONE
PNPFF,Financial Services,Capital Markets,EQUITY
AEM,Basic Materials,Gold,EQUITY
PAL,Not Found,Not Found,MUTUALFUND
SLW,Not Found,Not Found,MUTUALFUND
PLGTF,Not Found,Not Found,Not Found
FCG,Not Found,Not Found,ETF
CPGX,Not Found,Not Found,MUTUALFUND
UA.C,Not Found,Not Found,Not Found
BURFX,Not Found,Not Found,MUTUALFUND
MON,Not Found,Not Found,NONE
DTO,Not Found,Not Found,ETF
PAY,Technology,Software - Infrastructure,EQUITY
LNCE,Not Found,Not Found,MUTUALFUND
3305779,Not Found,Not Found,Not Found
RAVN,Not Found,Not Found,NONE
CAFD,Not Found,Not Found,MUTUALFUND
6897143,Not Found,Not Found,Not Found
BLM7FC2,Not Found,Not Found,Not Found
5522714,Not Found,Not Found,Not Found
4824778,Not Found,Not Found,Not Found
4491235,Not Found,Not Found,Not Found
B13WZ26,Not Found,Not Found,Not Found
ITRI,Technology,Scientific & Technical Instruments,EQUITY
RELY,Technology,Software - Infrastructure,EQUITY
MBLY,Consumer Cyclical,Auto Parts,EQUITY
BIOA,Not Found,Not Found,MUTUALFUND
MXWL,Not Found,Not Found,NONE
B1W8P14,Not Found,Not Found,Not Found
SSNI,Not Found,Not Found,MUTUALFUND
FLTX,Not Found,Not Found,MUTUALFUND
BXLT,Not Found,Not Found,MUTUALFUND
NGVT,Basic Materials,Specialty Chemicals,EQUITY
BIN,Not Found,Not Found,MUTUALFUND
FDM,Not Found,Not Found,ETF
IRLBF,Not Found,Not Found,MUTUALFUND
ARG,Not Found,Not Found,MUTUALFUND
OIL,Not Found,Not Found,ETF
PKW,Not Found,Not Found,ETF
WOR,Industrials,Metal Fabrication,EQUITY
NRF,Not Found,Not Found,MUTUALFUND
NRE,Not Found,Not Found,NONE
TWC,Not Found,Not Found,MUTUALFUND
KKD,Not Found,Not Found,MUTUALFUND
SYT,Technology,Software - Application,EQUITY
SNDK,Not Found,Not Found,MUTUALFUND
MYRG,Industrials,Engineering & Construction,EQUITY
SYY.SG,Not Found,Not Found,EQUITY
TCAP,Not Found,Not Found,MUTUALFUND
STJ,Not Found,Not Found,MUTUALFUND
AIRM,Not Found,Not Found,MUTUALFUND
IRET,Not Found,Not Found,ETF
2,Not Found,Not Found,Not Found
BKJAY,Not Found,Not Found,MUTUALFUND
ALLY.A,Not Found,Not Found,Not Found
SSW,Not Found,Not Found,NONE
WMFFX,Not Found,Not Found,MUTUALFUND
WAK,Not Found,Not Found,MUTUALFUND
LMCK,Not Found,Not Found,NONE
LMCA,Not Found,Not Found,MUTUALFUND
ADT,Industrials,Security & Protection Services,EQUITY
OAS,Not Found,Not Found,NONE
LAZ,Financial Services,Capital Markets,EQUITY
DNO,Not Found,Not Found,ETF
YACKX,Not Found,Not Found,MUTUALFUND
JBLU,Industrials,Airlines,EQUITY
SRI,Consumer Cyclical,Auto Parts,EQUITY
FXH,Not Found,Not Found,ETF
FXN,Not Found,Not Found,ETF
HYG,Not Found,Not Found,ETF
P,Not Found,Not Found,MUTUALFUND
DUE 07/01/25,Not Found,Not Found,Not Found
DUE 12/01/29,Not Found,Not Found,Not Found
NCR,Not Found,Not Found,Not Found
PHH,Not Found,Not Found,MUTUALFUND
SNMX,Not Found,Not Found,MUTUALFUND
FLWS,Consumer Cyclical,Specialty Retail,EQUITY
SHOS,Not Found,Not Found,NONE
SUNE,Not Found,Not Found,MUTUALFUND
LUK,Not Found,Not Found,MUTUALFUND
VXUS,Not Found,Not Found,ETF
CWGL,Consumer Defensive,Beverages - Wineries & Distilleries,EQUITY
MGK,Not Found,Not Found,ETF
XLK,Not Found,Not Found,ETF
ADT.F,Not Found,Not Found,Not Found
VILLX,Not Found,Not Found,MUTUALFUND
FBT,Not Found,Not Found,ETF
BLMN,Consumer Cyclical,Restaurants,EQUITY
FBHS,Not Found,Not Found,NONE
MITL,Not Found,Not Found,MUTUALFUND
PCP,Not Found,Not Found,MUTUALFUND
UBSH,Not Found,Not Found,NONE
MEG,Industrials,Waste Management,EQUITY
HMHC,Not Found,Not Found,NONE
SXT,Basic Materials,Specialty Chemicals,EQUITY
FTD,Not Found,Not Found,NONE
NPO,Industrials,Specialty Industrial Machinery,EQUITY
LTXB,Not Found,Not Found,NONE
FCS,Not Found,Not Found,MUTUALFUND
CHMT,Not Found,Not Found,NONE
AXL,Consumer Cyclical,Auto Parts,EQUITY
GWR,Not Found,Not Found,NONE
VSTO,Consumer Cyclical,Leisure,EQUITY
SJI,Not Found,Not Found,NONE
SSP,Communication Services,Broadcasting,EQUITY
FOR,Real Estate,Real Estate - Development,EQUITY
XHR,Real Estate,REIT - Hotel & Motel,EQUITY
WTFC,Financial Services,Banks - Regional,EQUITY
PAG,Consumer Cyclical,Auto & Truck Dealerships,EQUITY
TIME,Not Found,Not Found,ETF
CMC,Basic Materials,Steel,EQUITY
ESE,Technology,Scientific & Technical Instruments,EQUITY
FMER,Not Found,Not Found,MUTUALFUND
HI,Industrials,Specialty Industrial Machinery,EQUITY
KALU,Basic Materials,Aluminum,EQUITY
ALR,Not Found,Not Found,NONE
SIG,Consumer Cyclical,Luxury Goods,EQUITY
AEL,Financial Services,Insurance - Life,EQUITY
KRNY,Financial Services,Banks - Regional,EQUITY
HYI,Financial Services,Asset Management,EQUITY
TBF,Not Found,Not Found,ETF
VXF,Not Found,Not Found,ETF
DTN,Not Found,Not Found,ETF
RWL,Not Found,Not Found,ETF
TDIV,Not Found,Not Found,ETF
NASDAQ:WLTW,Not Found,Not Found,Not Found
CNRAF,Real Estate,REIT - Retail,EQUITY
UBNK,Not Found,Not Found,NONE
RPXC,Not Found,Not Found,NONE
B923935,Not Found,Not Found,Not Found
BOT4J94,Not Found,Not Found,Not Found
SPY160219P00180000,Not Found,Not Found,Not Found
RDIV,Not Found,Not Found,ETF
AEX.MU,Not Found,Not Found,EQUITY
DWTI,Not Found,Not Found,EQUITY
TW,Financial Services,Capital Markets,EQUITY
RRMS,Not Found,Not Found,MUTUALFUND
XPOI,Not Found,Not Found,MUTUALFUND
BCEI,Not Found,Not Found,NONE
TCB,Not Found,Not Found,MUTUALFUND
DSW,Not Found,Not Found,NONE
ASH,Basic Materials,Specialty Chemicals,EQUITY
TK,Energy,Oil & Gas Midstream,EQUITY
WSHFX,Not Found,Not Found,MUTUALFUND
TCIEX,Not Found,Not Found,MUTUALFUND
TILVX,Not Found,Not Found,MUTUALFUND
DVFAX,Not Found,Not Found,MUTUALFUND
TIMVX,Not Found,Not Found,MUTUALFUND
QCSTIX,Not Found,Not Found,MUTUALFUND
TISBX,Not Found,Not Found,MUTUALFUND
QREARX,Not Found,Not Found,MUTUALFUND
TCOIX,Not Found,Not Found,MUTUALFUND
QCGRIX,Not Found,Not Found,MUTUALFUND
QCGLIX,Not Found,Not Found,MUTUALFUND
MWE,Not Found,Not Found,MUTUALFUND
HTLF,Financial Services,Banks - Regional,EQUITY
^MWE,Not Found,Not Found,INDEX
NE,Energy,Oil & Gas Drilling,EQUITY
HIX,Financial Services,Asset Management,EQUITY
MIXT,Technology,Software - Application,EQUITY
GMCR,Not Found,Not Found,MUTUALFUND
TOO,Not Found,Not Found,NONE
B1WSP14,Not Found,Not Found,Not Found
CVSL,Not Found,Not Found,MUTUALFUND
FSTR,Industrials,Railroads,EQUITY
HSC,Not Found,Not Found,NONE
HCBK,Not Found,Not Found,MUTUALFUND
ARCO,Consumer Cyclical,Restaurants,EQUITY
DEL,Not Found,Not Found,MUTUALFUND
IYLD,Not Found,Not Found,ETF
ARMH,Not Found,Not Found,MUTUALFUND
CPPL,Not Found,Not Found,MUTUALFUND
CGO,Financial Services,Asset Management,EQUITY
LNKD,Not Found,Not Found,MUTUALFUND
VRX,Not Found,Not Found,MUTUALFUND
CMLP,Not Found,Not Found,MUTUALFUND
FTBXL,Not Found,Not Found,Not Found
ATAZF,Technology,Information Technology Services,EQUITY
HEDJ,Not Found,Not Found,ETF
FXG,Not Found,Not Found,ETF
RDVY,Not Found,Not Found,ETF
CVC,Not Found,Not Found,MUTUALFUND
JDD,Not Found,Not Found,NONE
SLH,Not Found,Not Found,MUTUALFUND
XLS,Not Found,Not Found,MUTUALFUND
DUE 12/01/27,Not Found,Not Found,Not Found
TE,Not Found,Not Found,MUTUALFUND
EQT,Energy,Oil & Gas E&P,EQUITY
CIT,Not Found,Not Found,NONE
QLIK,Not Found,Not Found,MUTUALFUND
FDML,Not Found,Not Found,MUTUALFUND
DUE 04/01/27,Not Found,Not Found,Not Found
HW,Not Found,Not Found,MUTUALFUND
YCS,Not Found,Not Found,ETF
REX,Basic Materials,Chemicals,EQUITY
SLY,Not Found,Not Found,ETF
SPHQ,Not Found,Not Found,ETF
FPX,Not Found,Not Found,ETF
NGS,Energy,Oil & Gas Equipment & Services,EQUITY
ASHR,Not Found,Not Found,ETF
RSCO,Not Found,Not Found,ETF
OCR,Not Found,Not Found,MUTUALFUND
FAN,Not Found,Not Found,ETF
DUE 07/01/27,Not Found,Not Found,Not Found
SPNC,Not Found,Not Found,MUTUALFUND
LQDT,Consumer Cyclical,Internet Retail,EQUITY
KWIPF,Real Estate,REIT - Diversified,EQUITY
CHLKF,Not Found,Not Found,NONE
NZTCF,Communication Services,Telecom Services,EQUITY
TELNF,Communication Services,Telecom Services,EQUITY
ISUZF,Consumer Cyclical,Auto Manufacturers,EQUITY
ITOCF,Industrials,Conglomerates,EQUITY
SNGNF,Communication Services,Telecom Services,EQUITY
SCD,Financial Services,Asset Management,EQUITY
AMRI,Not Found,Not Found,MUTUALFUND
USB$N,Not Found,Not Found,Not Found
HMSY,Not Found,Not Found,NONE
CBRL,Consumer Cyclical,Restaurants,EQUITY
TTFS,Not Found,Not Found,ETF
CW,Industrials,Aerospace & Defense,EQUITY
OMN,Not Found,Not Found,NONE
BW,Industrials,Specialty Industrial Machinery,EQUITY
SVU,Not Found,Not Found,MUTUALFUND
TFM,Not Found,Not Found,MUTUALFUND
VNR,Not Found,Not Found,MUTUALFUND
AFTEX,Not Found,Not Found,MUTUALFUND
TLSRP,Not Found,Not Found,NONE
OAKIX,Not Found,Not Found,MUTUALFUND
WSH,Not Found,Not Found,MUTUALFUND
